state,wave_id,onset_week,peak_week,end_week,wave_end_censored,wave_order,is_recurrence,peak_incidence_raw,peak_incidence_smooth,peak_cases,preceding_trough_week,preceding_trough_incidence,trough_ratio,trough_duration_weeks,duration_weeks,weeks_onset_to_peak,total_cases,cumulative_incidence_per_100k,first4_cases,first6_cases,first8_cases,first4_nonzero_weeks,first6_nonzero_weeks,first8_nonzero_weeks,candidate_wave,major_epidemic_primary,major_epidemic_abs50,major_epidemic_abs100,major_epidemic_abs200,major_epidemic_inc2,major_epidemic_inc5,major_epidemic_inc10,re4_prefit_eligible,re6_prefit_eligible,re8_prefit_eligible,early_peak_flag,reporting_anomaly_flag,wave_definition_stable,major_wave_definition_stable,reason_not_major,reason_re6_not_eligible,Re_early_4_q025,Re_early_4_median,Re_early_4_q975,re4_fit_status,re4_fit_reason,re4_fit_pass,re4_divergences,re4_treedepth_hits,re4_rhat,re4_bulk_ess,re4_tail_ess,re4_min_bfmi,re4_bfmi_by_chain,re4_elapsed_seconds,re4_ppc_mean_abs_error,re4_ppc_all_weeks_95_coverage,Re_early_6_q025,Re_early_6_median,Re_early_6_q975,re6_fit_status,re6_fit_reason,re6_fit_pass,re6_divergences,re6_treedepth_hits,re6_rhat,re6_bulk_ess,re6_tail_ess,re6_min_bfmi,re6_bfmi_by_chain,re6_elapsed_seconds,re6_ppc_mean_abs_error,re6_ppc_all_weeks_95_coverage,Re_early_8_q025,Re_early_8_median,Re_early_8_q975,re8_fit_status,re8_fit_reason,re8_fit_pass,re8_divergences,re8_treedepth_hits,re8_rhat,re8_bulk_ess,re8_tail_ess,re8_min_bfmi,re8_bfmi_by_chain,re8_elapsed_seconds,re8_ppc_mean_abs_error,re8_ppc_all_weeks_95_coverage,weeks_since_previous_wave,previous_wave_total_cases,preceding_trough_ratio,re6_analysis_usable,calendar_year
MA,MA_wave_05,2018-12-30,2019-03-17,2019-11-03,FALSE,4,TRUE,0.705368357,0.729360478,49,2018-12-09,0.03855227,0.101265823,26,45,11,589,8.479310185,45,54,76,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,1.369419608109646,2.200356354733339,3.577622916185269,fitted,NA,TRUE,0,0,0.9997833508862554,17668.750718435094,5723.1020940592125,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,8.381250000000001,0.75,1.0256403440395265,1.5819908324619125,2.4611348177150076,fitted,NA,TRUE,0,0,0.9998203740991137,16101.58173716761,5405.382605644704,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,9.492479166666666,0.6666666666666666,1.130376403476887,1.6440546869744606,2.428034545245366,fitted,NA,TRUE,0,0,0.9996142092564033,16182.753762160086,5546.633014124103,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,7.4138125,0.75,21,522,0.101265823,TRUE,2018
MA,MA_wave_08,2021-09-19,2022-03-13,2022-11-06,FALSE,5,TRUE,1.057431838,0.957404502,74,2021-08-29,0.009539954,0.117647059,5,60,25,1770,25.29490127,23,25,36,4,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,fewer than 30 raw cases,1.1659753290915216,2.0144960735714923,3.469916110949334,fitted,NA,TRUE,0,0,0.9999174395279369,15588.306694397501,5633.782361010293,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,2.7175,1,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,589,0.117647059,FALSE,2021
MA,MA_wave_09,2022-11-27,2023-04-30,2023-12-17,FALSE,6,TRUE,1.956239075,1.737292609,137,2022-11-06,0.109553749,0.114427861,13,56,22,2780,39.69656581,53,84,142,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.7976092625142929,1.2659137950258028,2.0658535062430534,fitted,NA,TRUE,0,0,0.9995482234256702,15898.622759795699,5925.787193239967,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,8.12134375,1,0.8857939402952083,1.3169228050277133,1.9825773853219195,fitted,NA,TRUE,0,0,0.9999490147386769,15876.686126730585,5810.615103545312,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,9.512875,1,1.095295561479216,1.5300391971872007,2.191811515609011,fitted,NA,TRUE,0,0,0.9996904618668839,15039.069037502408,6121.919185690657,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,10.55609375,1,21,1770,0.114427861,TRUE,2022
MA,MA_wave_10,2024-01-07,2024-04-07,2024-12-29,FALSE,7,TRUE,0.984173351,0.903347521,69,2023-12-17,0.038077646,0.042151714,22,52,13,793,11.31086185,30,75,159,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.8920959264833968,1.4763568942456016,2.4748255257086553,fitted,NA,TRUE,0,0,0.9997747716801716,14876.325407784834,6149.877231222647,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,2.4536249999999997,1,1.2985707814985916,1.9541179281324954,3.0281539492523772,fitted,NA,TRUE,0,0,0.9996883204763773,17044.310440934623,5495.616319386523,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,5.186645833333333,1,1.4376738382464846,2.046552871866736,2.956667349490145,fitted,NA,TRUE,0,0,0.9998150315904754,16223.391479855238,5404.717776628984,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.898359375,1,21,2780,0.042151714,TRUE,2024
MA,MA_wave_11,2025-01-05,2025-05-04,2025-07-06,FALSE,8,TRUE,0.34196749,0.365715232,24,2024-12-29,0.028516939,0.077975805,35,27,17,361,5.143760996,23,36,53,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,1.0441115511421901,1.8219178176069466,3.168494742619712,fitted,NA,TRUE,0,0,0.9996586229456502,15319.786393318993,5263.648890470393,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.357093750000001,1,0.9830769297172873,1.5945298240001744,2.5939616782250794,fitted,NA,TRUE,0,0,1.000113496619602,16162.758357323211,5111.53768758273,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,3.791354166666667,0.8333333333333334,1.0326712836744139,1.5492701571859522,2.37788153311621,fitted,NA,TRUE,0,0,0.99991417723087,16036.508929144884,5608.724342680562,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,3.0466406249999998,0.875,7,793,0.077975805,TRUE,2025
MG,MG_wave_05,2017-01-08,2017-03-12,2017-10-01,FALSE,1,FALSE,6.112586695,6.478214411,1265,2016-07-31,0,0,24,39,9,13438,64.93354942,611,1635,3561,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.8878994062328163,2.706623265871138,4.057923717862433,fitted,NA,TRUE,0,0,0.999622266965774,12576.027069558944,5184.996751636758,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,22.495031249999997,1,1.9013725790609595,2.700460179836658,3.993819886803721,fitted,NA,TRUE,0,0,0.9996166716413851,14801.34161122982,4959.6347248004,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,16.535687499999995,1,1.8792193238712187,2.583002269824623,3.6797326933356294,fitted,NA,TRUE,0,0,0.9995934590431603,15135.243811673192,5105.300524407033,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,60.307468750000005,1,NA,NA,0,TRUE,2017
MG,MG_wave_06,2017-12-24,2018-04-08,2018-10-28,FALSE,2,TRUE,5.124694982,4.836250612,1066,2017-10-01,0.069259876,0.014320986,43,45,15,11098,53.35641884,566,933,1180,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.822502844602536,2.6099318827719395,3.9140329139344603,fitted,NA,TRUE,0,0,0.9996288851792884,15256.157761918728,6023.283442246974,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,13.956656249999998,1,1.508872667789495,2.132168692367033,3.1144493186176567,fitted,NA,TRUE,0,0,0.9997254240670715,15540.838840212753,5517.30757532613,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,79.71570833333334,1,1.2940293960088305,1.774970281226553,2.4777854484530937,fitted,NA,TRUE,0,0,0.9997372644116584,17337.654873243337,6260.160562813613,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,105.81646875,1,84,13438,0.014320986,TRUE,2017
MG,MG_wave_07,2018-11-11,2019-05-12,2019-10-13,FALSE,3,TRUE,0.401592006,0.470117626,84,2018-10-28,0.036856781,0.078399061,22,49,26,1805,8.632526958,66,88,116,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,1.0702946790024506,1.6338437055478328,2.5803319239224307,fitted,NA,TRUE,0,0,0.9997080018794046,16136.574605524816,6186.588202377345,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.6659375,1,0.8833258200387161,1.3278919556028717,2.024742547654851,fitted,NA,TRUE,0,0,0.999629720948646,15641.285724348432,5400.409543209351,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,5.765,1,0.9131247899191065,1.3095034380097479,1.9185054883564945,fitted,NA,TRUE,0,0,0.9999067423424944,17383.057823242987,5767.5339062062685,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,7.7613125,0.875,14,11098,0.078399061,TRUE,2018
MG,MG_wave_08,2019-12-01,2020-05-03,2020-08-09,FALSE,4,TRUE,0.451692466,0.453277351,95,2019-10-13,0.027091524,0.059768096,28,37,22,1477,7.023965358,40,75,134,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,0.6166126985470786,0.9908512685342701,1.605609669325225,fitted,NA,TRUE,0,0,0.9997640252783295,15174.28548976668,5325.710755775683,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.32690625,1,0.8408361363350705,1.2733900297347116,1.9492108199201594,fitted,NA,TRUE,0,0,0.9997766861433752,15720.729832827044,5363.90978681542,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,6.4909375,1,1.0395281426068304,1.4762035718863311,2.1272984867414486,fitted,NA,TRUE,0,0,0.999888598866848,16305.942686576842,5255.51649612182,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,7.131562499999999,1,49,1805,0.059768096,TRUE,2019
MG,MG_wave_09,2020-09-27,2021-04-25,2021-10-03,FALSE,5,TRUE,1.25964761,1.265961633,266,2020-08-09,0.060225662,0.132867133,13,54,30,5920,28.05342194,112,168,303,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.8398150741150906,1.2685979604809687,1.991039064257119,fitted,NA,TRUE,0,0,0.999597571863914,15499.138986109207,5865.921013029292,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.455718749999999,1,0.8075255885868934,1.1790628104253862,1.7765734728056837,fitted,NA,TRUE,0,0,0.999767175306614,18153.923447132613,5459.339479858296,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,5.708395833333333,1,1.056373767857886,1.4599232767785937,2.077445784662863,fitted,NA,TRUE,0,0,0.9997210404759301,19133.375718313328,5916.615139945425,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,13.028375,1,49,1477,0.132867133,TRUE,2020
MG,MG_wave_10,2022-01-02,2022-04-03,2022-08-28,FALSE,6,TRUE,2.5308804,2.548193637,536,2021-10-03,0.02999161,0.023690773,32,35,13,6046,28.54795317,237,393,588,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.8701928649266797,2.735954267765117,4.133853488987944,fitted,NA,TRUE,0,0,0.9995711849924421,14147.367922274669,5464.82549704095,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,22.232281249999996,1,1.5830631897404253,2.250081377186044,3.3152309150973136,fitted,NA,TRUE,0,0,0.999812768087081,15161.591417883601,5537.411646894767,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,33.46389583333333,1,1.4487219030685072,1.9976756579538573,2.8270790215438932,fitted,NA,TRUE,0,0,0.9998758519127534,18051.587715162303,5442.2139860162315,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,34.740171874999994,1,91,5920,0.023690773,TRUE,2022
MG,MG_wave_11,2022-11-27,2023-04-02,2023-08-27,FALSE,7,TRUE,16.88206478,18.25635051,3587,2022-08-28,0.103879419,0.040765905,25,40,18,77900,366.695654,3051,6253,11212,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,2.069581056834936,2.965107845466411,4.419648041716138,fitted,NA,TRUE,0,0,1.000381131666531,14090.336161275885,5604.37991028254,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,133.22165625,1,1.8494753414380694,2.563259316639064,3.6767661565739833,fitted,NA,TRUE,0,0,0.9998448839978167,17051.456503305966,5775.344667037012,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,340.60716666666667,1,1.7589512808561962,2.3712085028681535,3.3062611097873047,fitted,NA,TRUE,0,0,0.9996917909311722,15957.80384896228,5784.32433289263,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,476.286390625,1,91,6046,0.040765905,TRUE,2022
MG,MG_wave_12,2023-11-12,2024-02-18,2024-10-13,FALSE,8,TRUE,51.33498394,50.34855435,10946,2023-08-27,0.467508159,0.025607975,25,49,14,157143,737.1852338,3868,7381,12623,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.2989411253015593,1.8531216231850718,2.7539764821712884,fitted,NA,TRUE,0,0,0.9997701017901901,14642.248800481855,5473.075239783609,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,171.92234375000004,1,1.270990701583916,1.787876912495542,2.6259840176310334,fitted,NA,TRUE,0,0,0.9996704584877696,15854.210617351098,5636.169968311192,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,183.1465,1,1.3011224668539978,1.7590993209163934,2.467815838781946,fitted,NA,TRUE,0,0,0.9996755615771843,15147.412011225862,5761.936921814552,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,341.38223437500005,1,77,77900,0.025607975,TRUE,2023
MG,MG_wave_13,2024-11-17,2025-02-09,2025-12-28,FALSE,9,TRUE,4.412567385,3.934227629,944,2024-10-13,0.54714795,0.139073791,23,59,12,19257,90.03548527,837,1185,1849,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,0.9662704788217037,1.3885575072011171,2.1004706156985216,fitted,NA,TRUE,0,0,1.0002266281855015,12663.468173556794,5022.371154892068,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,29.036562499999995,1,0.8611993034951791,1.2001530132452003,1.7643199594475987,fitted,NA,TRUE,0,0,0.9997776232324126,13897.593023999796,5535.602141017451,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,49.7686875,1,0.9876981892567146,1.3387540489191065,1.8731167752148528,fitted,NA,TRUE,0,0,0.9996889748169349,15216.588067922243,5380.48740468896,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,75.563546875,1,35,157143,0.139073791,TRUE,2024
MS,MS_wave_05,2017-12-10,2018-03-11,2018-07-29,FALSE,1,FALSE,0.36414471,0.546217064,10,2017-12-03,0.012274953,0.045454545,3,34,13,187,6.814841098,13,17,24,3,5,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045454545,FALSE,2017
MS,MS_wave_10,2021-06-13,2022-06-12,2022-08-28,FALSE,2,TRUE,0.280271317,0.38537306,8,2021-05-16,0.047081927,0.166666667,9,64,52,246,8.626946436,11,17,19,3,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050,187,0.166666667,FALSE,2021
MS,MS_wave_11,2023-01-22,2023-03-26,2023-10-01,FALSE,3,TRUE,6.115338764,5.83736882,176,2022-08-28,0.035033915,0.090909091,3,37,9,1380,47.94981531,81,188,342,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.9025846203593393,2.9502308966714805,4.661281529757098,fitted,NA,TRUE,0,0,0.9996821309698475,15599.247497648688,5749.82333066788,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,4.16134375,1,1.8239130859837411,2.682800425017297,4.074557002419856,fitted,NA,TRUE,0,0,0.9998860007076648,15148.902239843435,5450.315101910387,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,6.967604166666668,1,1.7178393579941569,2.400211770516347,3.467230693586308,fitted,NA,TRUE,0,0,0.9995848449571758,14842.406878768566,5435.907156192164,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,13.884859375000001,1,147,246,0.090909091,TRUE,2023
MS,MS_wave_12,2023-12-03,2024-03-03,2024-12-08,FALSE,4,TRUE,2.377756604,2.435190338,69,2023-10-01,0.011582081,0.00475613,35,54,13,936,32.26393731,17,50,84,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1966451536811815,1.8414092944849032,2.9233543524777272,fitted,NA,TRUE,0,0,0.9999765639784088,14524.841822815093,5156.383833502929,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,4.399520833333334,1,1.1683450629294416,1.6979738047226132,2.4886248421308297,fitted,NA,TRUE,0,0,0.9997929043332157,17407.852283070406,5074.574175142743,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,4.411,1,63,1380,0.00475613,TRUE,2023
MS,MS_wave_13,2025-01-12,2025-05-11,2025-12-28,FALSE,5,TRUE,17.54067436,19.1705096,513,2024-12-08,0.011486747,0.004716981,32,51,17,8586,293.5754972,209,404,746,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.5478114041929418,2.2818949965655277,3.47169868344084,fitted,NA,TRUE,0,0,0.9997700566073829,14784.252492011601,5700.40065829352,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,8.941312500000002,1,1.456923456289407,2.0590189010907665,3.0382258624864833,fitted,NA,TRUE,0,0,0.999791524502443,13854.091713434951,5253.778991882637,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,16.027687500000003,1,1.4637168946750883,1.9943928656768573,2.783582148671188,fitted,NA,TRUE,0,0,0.9996950906913802,16644.076604297938,5933.880625441199,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,17.947125,1,35,936,0.004716981,TRUE,2025
MT,MT_wave_05,2016-12-11,2017-03-26,2017-10-01,FALSE,1,FALSE,6.320490214,5.009789478,217,2016-07-24,0.009861667,0.1,3,43,15,2929,85.32947068,70,150,290,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.7329640307022567,2.6922173734922326,4.261049922953124,fitted,NA,TRUE,0,0,0.9996007392617525,15553.220423635104,5613.872273388431,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,2.476375,1,1.6229526567563086,2.4129964511132727,3.6965186315819887,fitted,NA,TRUE,0,0,1.0003379252022677,14970.206668180683,5490.419553430899,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,5.038125000000001,1,1.636007485394448,2.2971795436688547,3.2785536859621063,fitted,NA,TRUE,0,0,1.0000401066636224,15636.154674555679,5596.670533073088,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,7.465265625,1,NA,NA,0.1,TRUE,2016
MT,MT_wave_06,2017-12-17,2018-01-28,2019-08-18,FALSE,2,TRUE,34.74999484,34.15793667,1213,2017-10-01,0.145633415,0.029069767,23,88,6,13419,384.6833438,1478,3713,6015,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,2.9825750590145748,4.301280011189625,6.53346250483337,fitted,NA,TRUE,0,0,0.9999430839249562,13673.034771354594,5158.492488948067,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,84.91218749999999,1,2.6090741879831874,3.6651105719127717,5.3110364660060085,fitted,NA,TRUE,0,0,0.9997052707496855,17343.808678170237,5234.483162050213,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,280.8490833333333,1,2.2885828472133607,3.0809289119863688,4.3159193730759,fitted,NA,TRUE,0,0,0.9996914363108058,13927.966670975627,5765.8306777111375,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,616.783734375,1,77,2929,0.029069767,TRUE,2017
MT,MT_wave_07,2019-09-08,2020-02-02,2020-06-28,FALSE,3,TRUE,0.276855924,0.34145564,10,2019-08-18,0.046921975,0.137417483,12,43,21,247,6.871540395,11,14,30,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,fewer than 30 raw cases,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted,frozen census pre-fit eligibility is FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13419,0.137417483,FALSE,2019
MT,MT_wave_13,2024-01-07,2024-05-05,2024-10-06,FALSE,4,TRUE,30.70587809,28.36861685,1178,2023-06-25,0.052932612,0.146341463,4,40,17,19449,506.9597818,720,1922,3551,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,3.4060586231557157,4.930372596966729,7.509835406577677,fitted,NA,TRUE,0,0,0.9997619366814061,14325.81623881924,5178.331870412845,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,22.78284374999999,1,2.9539918874472675,4.164370458958377,6.138342002533675,fitted,NA,TRUE,0,0,0.9999034940308638,14882.283391880119,5411.3935732144,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,146.2315625,1,2.621264596012729,3.5387699521494786,4.97161318848898,fitted,NA,TRUE,0,0,1.0000272278084392,12798.095454904846,5224.8344148425285,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,350.3854375,1,1288,247,0.146341463,TRUE,2024
MT,MT_wave_14,2024-12-01,2025-01-26,2025-12-28,FALSE,5,TRUE,99.08417763,91.92724204,3858,2024-10-06,1.329371632,0.046860643,23,57,8,47331,1216.435132,964,4191,9842,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.0661996547673072,1.5333428668811777,2.2879653929525454,fitted,NA,TRUE,0,0,0.9997670719633858,14613.043343052474,5311.668740243723,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,107.10025,1,1.8960105261756035,2.682665377483171,3.9345024214423603,fitted,NA,TRUE,0,0,0.9996077851442958,15037.81027695578,5335.861687443951,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,429.529,0.8333333333333334,1.9258493907305199,2.614360091694623,3.681980360698403,fitted,NA,TRUE,0,0,0.9998916836749682,15469.997272134435,5289.4574226829245,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,464.6488281250001,0.875,56,19449,0.046860643,TRUE,2024
PA,PA_wave_04,2016-04-24,2017-01-22,2017-10-08,FALSE,1,FALSE,7.274184307,6.782794226,602,2015-08-23,0,0,11,77,39,8315,100.6292561,149,202,269,4,6,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,1.0567685295034113,1.5517121891944146,2.3612748195516566,fitted,NA,TRUE,0,0,0.9997836032408003,15088.53785121433,5000.458883313842,0.885356143023285,0.889;0.911;0.885;0.892,29.5081729888916,11.5561875,1,0.8901547870763602,1.2813233515141416,1.9367427862611686,fitted,NA,TRUE,0,0,0.9997088206585119,14316.65925544809,5473.393627532997,0.8867031217856218,0.908;0.887;0.948;0.922,36.513922929763794,13.912125,1,0.9032762738723239,1.2399379287794903,1.7401638641447905,fitted,NA,TRUE,0,0,0.9996327143612341,14957.472167485797,5038.48099630727,0.9214193124817865,0.943;0.949;0.921;0.937,42.66113805770874,11.139765625,1,NA,NA,0,TRUE,2016
