current_path,file_type,scientific_pipeline,scientific_stage,artifact_class,producer_script,consumer_scripts,current_or_legacy,proposed_path,action,notes
"03_Output/figures/renewal_v4_9_hierarchical_seasonality","directory (bundle move)","02_ceara_pipeline","","figure","","","current","03_Output/02_ceara_pipeline/figures/transmission/renewal_v4_9_hierarchical_seasonality","moved",""
"03_Output/figures/rio_de_janeiro_v4_9_replication","directory (bundle move)","05_rio_de_janeiro_pipeline","","figure","","","current","03_Output/05_rio_de_janeiro_pipeline/figures/rio_de_janeiro_v4_9_replication","moved",""
"03_Output/figures/step6_cog_by_year_CE_BA_RR.png","PNG figure","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/figures_loose/step6_cog_by_year_CE_BA_RR.png","moved",""
"03_Output/model_fits/bahia/v4_9_replication","directory (bundle move)","03_bahia_pipeline","","fitted_model","","","current","03_Output/03_bahia_pipeline/model_fits/v4_9_replication","moved",""
"03_Output/model_fits/ceara/climate_forced_v4_9","directory (bundle move)","02_ceara_pipeline","","fitted_model","","","current","03_Output/02_ceara_pipeline/model_fits/climate_forced","moved",""
"03_Output/model_fits/ceara/v4_3_short_2015_2019_q_calibration","directory (bundle move)","02_ceara_pipeline","","fitted_model","","","current","03_Output/02_ceara_pipeline/model_fits/baseline/v4_3_short_2015_2019_q_calibration","moved",""
"03_Output/model_fits/ceara/v4_8_seeded_recurrence","directory (bundle move)","02_ceara_pipeline","","fitted_model","","","current","03_Output/02_ceara_pipeline/model_fits/baseline/v4_8_seeded_recurrence","moved",""
"03_Output/model_fits/ceara/v4_9_hierarchical_seasonality","directory (bundle move)","02_ceara_pipeline","","fitted_model","","","current","03_Output/02_ceara_pipeline/model_fits/baseline/v4_9_hierarchical_seasonality","moved",""
"03_Output/model_fits/mato_grosso/v4_9_replication","directory (bundle move)","06_mato_grosso_pipeline","","fitted_model","","","current","03_Output/06_mato_grosso_pipeline/model_fits/v4_9_replication","moved",""
"03_Output/model_fits/pernambuco/v4_9_replication","directory (bundle move)","04_pernambuco_pipeline","","fitted_model","","","current","03_Output/04_pernambuco_pipeline/model_fits/v4_9_replication","moved",""
"03_Output/model_fits/rio_de_janeiro/v4_9_replication","directory (bundle move)","05_rio_de_janeiro_pipeline","","fitted_model","","","current","03_Output/05_rio_de_janeiro_pipeline/model_fits/v4_9_replication","moved",""
"03_Output/reports/bahia_global_q_local_consistency_audit","directory (bundle move)","03_bahia_pipeline","","report","","","current","03_Output/03_bahia_pipeline/reports/bahia_global_q_local_consistency_audit","moved",""
"03_Output/reports/bahia_spatial_turnover_diagnostic","directory (bundle move)","03_bahia_pipeline","","report","","","current","03_Output/03_bahia_pipeline/reports/bahia_spatial_turnover_diagnostic","moved",""
"03_Output/reports/bahia_v4_9_replication","directory (bundle move)","03_bahia_pipeline","","report","","","current","03_Output/03_bahia_pipeline/reports/bahia_v4_9_replication","moved",""
"03_Output/reports/ceara_historical_age12_vaccine_counterfactual","directory (bundle move)","02_ceara_pipeline","","report","","","current","03_Output/02_ceara_pipeline/reports/ceara_historical_age12_vaccine_counterfactual","moved",""
"03_Output/reports/climate_forced_v4_9","directory (bundle move)","02_ceara_pipeline","","report","","","current","03_Output/02_ceara_pipeline/reports/climate_forced_v4_9","moved",""
"03_Output/reports/mato_grosso_v4_9_replication","directory (bundle move)","06_mato_grosso_pipeline","","report","","","current","03_Output/06_mato_grosso_pipeline/reports/mato_grosso_v4_9_replication","moved",""
"03_Output/reports/pernambuco_v4_9_replication","directory (bundle move)","04_pernambuco_pipeline","","report","","","current","03_Output/04_pernambuco_pipeline/reports/pernambuco_v4_9_replication","moved",""
"03_Output/reports/rio_de_janeiro_v4_9_replication","directory (bundle move)","05_rio_de_janeiro_pipeline","","report","","","current","03_Output/05_rio_de_janeiro_pipeline/reports/rio_de_janeiro_v4_9_replication","moved",""
"03_Output/results/ceara_historical_age12_vaccine_counterfactual","directory (bundle move)","02_ceara_pipeline","","simulation_result","","","current","03_Output/02_ceara_pipeline/results/ceara_historical_age12_vaccine_counterfactual","moved",""
"03_Output/tables/annual_foi_shape_v2","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/annual_foi_shape_v2","moved",""
"03_Output/tables/bahia_global_q_local_consistency_audit","directory (bundle move)","03_bahia_pipeline","","table","","","current","03_Output/03_bahia_pipeline/tables/bahia_global_q_local_consistency_audit","moved",""
"03_Output/tables/bahia_spatial_turnover_diagnostic","directory (bundle move)","03_bahia_pipeline","","table","","","current","03_Output/03_bahia_pipeline/tables/bahia_spatial_turnover_diagnostic","moved",""
"03_Output/tables/bahia_v4_9_replication","directory (bundle move)","03_bahia_pipeline","","table","","","current","03_Output/03_bahia_pipeline/tables/bahia_v4_9_replication","moved",""
"03_Output/tables/bra_burden_infection_summary.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/bra_burden_infection_summary.csv","moved",""
"03_Output/tables/brazil_uf_foi_aggregation","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/brazil_uf_foi_aggregation","moved",""
"03_Output/tables/ce_annual_reported_cases_2015_2025.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/ce_annual_reported_cases_2015_2025.csv","moved",""
"03_Output/tables/ce_burden_infection_summary.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/ce_burden_infection_summary.csv","moved",""
"03_Output/tables/ce_foi_summary_brazil_ceara.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/ce_foi_summary_brazil_ceara.csv","moved",""
"03_Output/tables/ce_reported_attack_rate_2015_2024.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/ce_reported_attack_rate_2015_2024.csv","moved",""
"03_Output/tables/ceara_historical_age12_vaccine_counterfactual","directory (bundle move)","02_ceara_pipeline","","table","","","current","03_Output/02_ceara_pipeline/tables/ceara_historical_age12_vaccine_counterfactual","moved",""
"03_Output/tables/chik_muni_recurrence_metrics.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/chik_muni_recurrence_metrics.csv","moved",""
"03_Output/tables/chik_state_epidemic_wave_audit.csv","CSV table","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/chik_state_epidemic_wave_audit.csv","moved",""
"03_Output/tables/chik_state_first_epidemic_summary.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/chik_state_first_epidemic_summary.csv","moved",""
"03_Output/tables/climate_forced_v4_9","directory (bundle move)","02_ceara_pipeline","","table","","","current","03_Output/02_ceara_pipeline/tables/climate_forced_v4_9","moved",""
"03_Output/tables/dynamic_annual_foi","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/dynamic_annual_foi","moved",""
"03_Output/tables/dynamic_annual_foi_ceara_summary.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/dynamic_annual_foi_ceara_summary.csv","moved",""
"03_Output/tables/episode_susceptibility","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/episode_susceptibility","moved",""
"03_Output/tables/mato_grosso_v4_9_replication","directory (bundle move)","06_mato_grosso_pipeline","","table","","","current","03_Output/06_mato_grosso_pipeline/tables/mato_grosso_v4_9_replication","moved",""
"03_Output/tables/mg_v12e_mcmc_summary.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/mg_v12e_mcmc_summary.csv","moved",""
"03_Output/tables/mg_v12e_sampler_diagnostics.csv","CSV table","90_development_archive","","legacy","","","legacy","03_Output/90_development_archive/tables_loose/mg_v12e_sampler_diagnostics.csv","moved",""
"03_Output/tables/national_episode_census","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/national_episode_census","moved",""
"03_Output/tables/national_grid_susceptibility","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/national_grid_susceptibility","moved",""
"03_Output/tables/national_wave_analysis","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/national_wave_analysis","moved",""
"03_Output/tables/national_wave_census_v2","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/national_wave_census_v2","moved",""
"03_Output/tables/pernambuco_v4_9_curved_reparam","directory (bundle move)","04_pernambuco_pipeline","","table","","","current","03_Output/04_pernambuco_pipeline/tables/pernambuco_v4_9_curved_reparam","moved",""
"03_Output/tables/pernambuco_v4_9_replication","directory (bundle move)","04_pernambuco_pipeline","","table","","","current","03_Output/04_pernambuco_pipeline/tables/pernambuco_v4_9_replication","moved",""
"03_Output/tables/pernambuco_v4_9_ridge_reparam","directory (bundle move)","04_pernambuco_pipeline","","table","","","current","03_Output/04_pernambuco_pipeline/tables/pernambuco_v4_9_ridge_reparam","moved",""
"03_Output/tables/renewal_bahia_v4_9_global_q_multisite_serology","directory (bundle move)","multistate","transmission_fitting","table","","03_bahia_pipeline/02_transmission_fitting/04_fit_bahia_global_q_multisite.R;04_pernambuco_pipeline/.../02_fit_pe_global_q.R;05_rio_de_janeiro_pipeline/.../01-04_fit_rj_*.R;06_mato_grosso_pipeline/.../01-03_fit_mt_*.R","current","03_Output/03_bahia_pipeline/tables/renewal_bahia_v4_9_global_q_multisite_serology","moved",""
"03_Output/tables/renewal_bahia_v4_9_multisite_serology","directory (bundle move)","03_bahia_pipeline","","table","","","current","03_Output/03_bahia_pipeline/tables/renewal_bahia_v4_9_multisite_serology","moved",""
"03_Output/tables/renewal_bahia_v4_9_replication","directory (bundle move)","03_bahia_pipeline","","table","","","current","03_Output/03_bahia_pipeline/tables/renewal_bahia_v4_9_replication","moved",""
"03_Output/tables/renewal_episode_re","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/renewal_episode_re","moved",""
"03_Output/tables/renewal_major_episode_re","directory (bundle move)","07_national_pipeline","","table","","","current","03_Output/07_national_pipeline/tables/renewal_major_episode_re","moved",""
"03_Output/tables/renewal_model_development","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_model_development","moved",""
"03_Output/tables/renewal_v1","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v1","moved",""
"03_Output/tables/renewal_v2","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v2","moved",""
"03_Output/tables/renewal_v2_1","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v2_1","moved",""
"03_Output/tables/renewal_v2_2","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v2_2","moved",""
"03_Output/tables/renewal_v2_3","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v2_3","moved",""
"03_Output/tables/renewal_v3_0","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v3_0","moved",""
"03_Output/tables/renewal_v3_1","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v3_1","moved",""
"03_Output/tables/renewal_v3_2_coarse_regional","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v3_2_coarse_regional","moved",""
"03_Output/tables/renewal_v4_0_minimal_no_vaccine","directory (bundle move)","02_ceara_pipeline","","table","","","current","03_Output/02_ceara_pipeline/tables/renewal_v4_0_minimal_no_vaccine","moved",""
"03_Output/tables/renewal_v4_0_minimal_no_vaccine_td14","directory (bundle move)","02_ceara_pipeline","","table","","","current","03_Output/02_ceara_pipeline/tables/renewal_v4_0_minimal_no_vaccine_td14","moved",""
"03_Output/tables/renewal_v4_1_minimal_no_vaccine","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v4_1_minimal_no_vaccine","moved",""
"03_Output/tables/renewal_v4_1_modular_q","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v4_1_modular_q","moved",""
"03_Output/tables/renewal_v4_1_q_only","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v4_1_q_only","moved",""
"03_Output/tables/renewal_v4_2_q_juazeiro_serology","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v4_2_q_juazeiro_serology","moved",""
"03_Output/tables/renewal_v4_3_short_2015_2019_q_calibration","directory (bundle move)","02_ceara_pipeline","","table","","","current","03_Output/02_ceara_pipeline/tables/renewal_v4_3_short_2015_2019_q_calibration","moved",""
"03_Output/tables/renewal_v4_4_four_week_observation","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v4_4_four_week_observation","moved",""
"03_Output/tables/renewal_v4_5_burden_shape_observation","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v4_5_burden_shape_observation","moved",""
"03_Output/tables/renewal_v4_6_fixed_q_sweep","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v4_6_fixed_q_sweep","moved",""
"03_Output/tables/renewal_v4_7_fixed_q_full_period","directory (bundle move)","90_development_archive","","table","","","legacy","03_Output/90_development_archive/tables/renewal_v4_7_fixed_q_full_period","moved",""
"03_Output/tables/renewal_v4_8_seeded_recurrence","directory (bundle move)","02_ceara_pipeline","","table","","","current","03_Output/02_ceara_pipeline/tables/renewal_v4_8_seeded_recurrence","moved",""
"03_Output/tables/renewal_v4_9_hierarchical_seasonality","directory (bundle move)","02_ceara_pipeline","","table","","","current","03_Output/02_ceara_pipeline/tables/renewal_v4_9_hierarchical_seasonality","moved",""
"03_Output/tables/rio_de_janeiro_v4_9_replication","directory (bundle move)","05_rio_de_janeiro_pipeline","","table","","","current","03_Output/05_rio_de_janeiro_pipeline/tables/rio_de_janeiro_v4_9_replication","moved",""
"WorldClim.R","R script","90_development_archive","","source_R","","","legacy","02_Script/90_development_archive/07_old_climate_experiments/WorldClim.R","moved",""
