week_start,week_end,N_start,N_end,births,all_cause_deaths,net_population_reconciliation,population_revision,population_reference_date_rule,birth_source,death_source,death_method,provisional_data_flag
2020-11-29,2020-12-05,6759293.482191781,6759825.597260274,1322,1307.5157940594647,517.6308625528757,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2020-12-06,2020-12-12,6759825.597260274,6760357.712328767,1286,1307.5157940594647,553.6308625528757,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2020-12-13,2020-12-19,6760357.712328767,6760889.82739726,1385,1307.5157940594647,454.63086255194435,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2020-12-20,2020-12-26,6760889.82739726,6761421.942465753,1195,1307.5157940594647,644.6308625528757,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2020-12-27,2021-01-02,6761421.942465753,6761954.057534247,1247,1344.3176019091054,629.4326704025164,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-01-03,2021-01-09,6761954.057534247,6762486.17260274,1374,1436.322121533207,594.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-01-10,2021-01-16,6762486.17260274,6763018.287671233,1318,1436.322121533207,650.4371900256867,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-01-17,2021-01-23,6763018.287671233,6763550.402739726,1310,1436.322121533207,658.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-01-24,2021-01-30,6763550.402739726,6764082.517808219,1316,1436.322121533207,652.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-01-31,2021-02-06,6764082.517808219,6764614.632876712,1360,1436.322121533207,608.4371900256867,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-02-07,2021-02-13,6764614.632876712,6765146.747945205,1416,1436.322121533207,552.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-02-14,2021-02-20,6765146.747945205,6765678.863013699,1331,1436.322121533207,637.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-02-21,2021-02-27,6765678.863013699,6766210.978082192,1432,1436.322121533207,536.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-02-28,2021-03-06,6766210.978082192,6766743.093150685,1472,1436.322121533207,496.43719002568673,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-03-07,2021-03-13,6766743.093150685,6767275.208219178,1401,1436.322121533207,567.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-03-14,2021-03-20,6767275.208219178,6767807.323287671,1441,1436.322121533207,527.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-03-21,2021-03-27,6767807.323287671,6768339.438356165,1365,1436.322121533207,603.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-03-28,2021-04-03,6768339.438356165,6768871.553424657,1386,1436.322121533207,582.4371900256867,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-04-04,2021-04-10,6768871.553424657,6769403.668493151,1394,1436.322121533207,574.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-04-11,2021-04-17,6769403.668493151,6769935.783561644,1447,1436.322121533207,521.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-04-18,2021-04-24,6769935.783561644,6770467.898630137,1367,1436.322121533207,601.4371900256867,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-04-25,2021-05-01,6770467.898630137,6771000.01369863,1435,1436.322121533207,533.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-05-02,2021-05-08,6771000.01369863,6771532.128767123,1455,1436.322121533207,513.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-05-09,2021-05-15,6771532.128767123,6772064.243835617,1390,1436.322121533207,578.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-05-16,2021-05-22,6772064.243835617,6772596.358904109,1369,1436.322121533207,599.4371900256867,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-05-23,2021-05-29,6772596.358904109,6773128.473972603,1433,1436.322121533207,535.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-05-30,2021-06-05,6773128.473972603,6773660.589041096,1332,1436.322121533207,636.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-06-06,2021-06-12,6773660.589041096,6774192.704109589,1246,1436.322121533207,722.4371900256867,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-06-13,2021-06-19,6774192.704109589,6774724.819178082,1311,1436.322121533207,657.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-06-20,2021-06-26,6774724.819178082,6775256.934246575,1291,1436.322121533207,677.437190026618,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-06-27,2021-07-03,6775256.934246575,6770922.605479452,1334,1436.322121533207,-4232.006645590425,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-07-04,2021-07-10,6770922.605479452,6760099.684931506,1287,1436.322121533207,-10673.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-07-11,2021-07-17,6760099.684931506,6749276.764383562,1273,1436.322121533207,-10659.598426411287,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-07-18,2021-07-24,6749276.764383562,6738453.8438356165,1309,1436.322121533207,-10695.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-07-25,2021-07-31,6738453.8438356165,6727630.923287671,1330,1436.322121533207,-10716.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-08-01,2021-08-07,6727630.923287671,6716808.002739726,1330,1436.322121533207,-10716.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-08-08,2021-08-14,6716808.002739726,6705985.082191781,1396,1436.322121533207,-10782.598426411287,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-08-15,2021-08-21,6705985.082191781,6695162.161643836,1228,1436.322121533207,-10614.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-08-22,2021-08-28,6695162.161643836,6684339.24109589,1232,1436.322121533207,-10618.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-08-29,2021-09-04,6684339.24109589,6673516.320547945,1251,1436.322121533207,-10637.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-09-05,2021-09-11,6673516.320547945,6662693.4,1284,1436.322121533207,-10670.598426411287,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-09-12,2021-09-18,6662693.4,6651870.479452055,1320,1436.322121533207,-10706.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-09-19,2021-09-25,6651870.479452055,6641047.5589041095,1325,1436.322121533207,-10711.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-09-26,2021-10-02,6641047.5589041095,6630224.638356164,1259,1436.322121533207,-10645.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-10-03,2021-10-09,6630224.638356164,6619401.71780822,1190,1436.322121533207,-10576.598426411287,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-10-10,2021-10-16,6619401.71780822,6608578.797260274,1143,1436.322121533207,-10529.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-10-17,2021-10-23,6608578.797260274,6597755.876712329,1244,1436.322121533207,-10630.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-10-24,2021-10-30,6597755.876712329,6586932.956164383,1272,1436.322121533207,-10658.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-10-31,2021-11-06,6586932.956164383,6576110.035616439,1174,1436.322121533207,-10560.598426411287,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-11-07,2021-11-13,6576110.035616439,6565287.115068493,1333,1436.322121533207,-10719.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-11-14,2021-11-20,6565287.115068493,6554464.194520548,1250,1436.322121533207,-10636.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-11-21,2021-11-27,6554464.194520548,6543641.273972603,1314,1436.322121533207,-10700.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-11-28,2021-12-04,6543641.273972603,6532818.353424657,1320,1436.322121533207,-10706.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-12-05,2021-12-11,6532818.353424657,6521995.432876713,1313,1436.322121533207,-10699.598426411287,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-12-12,2021-12-18,6521995.432876713,6511172.512328767,1276,1436.322121533207,-10662.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-12-19,2021-12-25,6511172.512328767,6500349.591780822,1186,1436.322121533207,-10572.598426412218,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2021-12-26,2022-01-01,6500349.591780822,6489526.671232876,1155,1381.6480425274756,-10596.27250541795,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2022-01-02,2022-01-08,6489526.671232876,6478703.750684932,1306,1053.6035684930869,-11075.316979451407,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
